hotel,city,room_type,season,day_of_week,is_holiday,is_weekend,occupancy,demand,booking_lead_time_days,competitor_price,room_price
City View,Goa,Standard,Peak,Thursday,0,0,42.16,59.37,76,7842.76,8958.15
Royal Residency,Hyderabad,Standard,Low,Wednesday,0,0,36.03,48.42,33,3957.16,3503.76
Grand Palace,Hyderabad,Deluxe,High,Tuesday,0,0,65.83,70.94,38,9199.96,10146.83
Sunrise Hotel,Delhi,Standard,Low,Sunday,0,1,37.09,54.41,5,4116.2,3558.4
Grand Palace,Goa,Deluxe,High,Tuesday,0,0,53.58,63.47,9,9995.09,10887.8
City View,Hyderabad,Standard,Shoulder,Sunday,0,1,46.11,61.22,49,4210.01,3991.7
Lakeside Inn,Delhi,Standard,High,Tuesday,0,0,46.0,59.07,43,4532.2,4903.91
Grand Palace,Hyderabad,Executive,Low,Monday,0,0,54.69,57.45,27,7567.18,8185.99
Grand Palace,Jaipur,Standard,High,Wednesday,0,0,63.67,82.2,55,8281.45,7813.36
Sunrise Hotel,Bengaluru,Executive,Low,Friday,0,0,34.18,32.04,27,7149.8,7671.69
Sunrise Hotel,Bengaluru,Executive,High,Tuesday,0,0,52.42,87.74,31,10164.97,11656.26
Royal Residency,Hyderabad,Suite,Peak,Sunday,0,1,50.28,78.75,68,12238.92,16051.06
Sunrise Hotel,Mumbai,Deluxe,Low,Wednesday,0,0,36.61,72.92,9,7067.53,7148.87
The Meridian,Goa,Deluxe,Peak,Thursday,0,0,44.87,68.94,30,12832.44,13597.79
City View,Goa,Suite,High,Monday,0,0,78.35,72.9,62,12240.01,14624.85
City View,Goa,Standard,Low,Wednesday,0,0,44.78,54.83,95,3811.31,3903.67
Lakeside Inn,Jaipur,Deluxe,Shoulder,Wednesday,0,0,25.24,39.58,22,4964.15,5346.78
Lakeside Inn,Goa,Deluxe,Low,Friday,0,0,45.56,46.02,53,6539.56,7218.03
City View,Bengaluru,Standard,High,Wednesday,0,0,77.43,83.16,69,6663.84,7836.79
Lakeside Inn,Jaipur,Standard,High,Friday,0,0,35.75,58.49,53,4589.49,4843.63
Royal Residency,Delhi,Standard,Low,Monday,1,0,63.65,47.15,67,4014.37,4452.81
Sunrise Hotel,Goa,Deluxe,Shoulder,Monday,0,0,26.42,28.85,10,6352.77,6302.93
City View,Goa,Suite,High,Thursday,1,0,80.24,92.95,42,12283.1,15630.3
Lakeside Inn,Delhi,Standard,Peak,Friday,0,0,59.31,66.27,28,6661.18,8245.11
City View,Goa,Executive,Shoulder,Friday,1,0,62.19,69.8,45,8529.01,10088.54
The Meridian,Delhi,Deluxe,Peak,Tuesday,0,0,46.74,64.58,57,11365.61,13161.85
Grand Palace,Jaipur,Suite,Shoulder,Tuesday,0,0,71.44,61.36,26,9543.24,11702.97
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Thursday,0,0,43.31,56.29,20,6226.16,7624.93
City View,Delhi,Suite,High,Monday,0,0,58.61,59.8,16,9780.23,11976.27
Grand Palace,Mumbai,Standard,Shoulder,Saturday,1,1,38.48,52.72,20,6867.1,6745.41
Lakeside Inn,Delhi,Suite,Shoulder,Tuesday,0,0,22.88,35.86,47,7822.45,8468.13
Grand Palace,Goa,Standard,Shoulder,Wednesday,0,0,48.28,35.68,13,5160.53,5853.58
Sunrise Hotel,Jaipur,Executive,High,Monday,1,0,69.36,85.91,54,8574.25,10430.93
City View,Hyderabad,Executive,High,Saturday,0,1,61.36,75.24,86,9311.57,11651.51
The Meridian,Jaipur,Standard,Shoulder,Wednesday,0,0,26.93,29.39,43,4668.51,5138.11
Lakeside Inn,Hyderabad,Standard,Shoulder,Sunday,0,1,68.22,51.47,63,3965.41,3966.35
City View,Delhi,Suite,Shoulder,Friday,1,0,63.64,51.17,31,8043.69,10874.92
Sunrise Hotel,Bengaluru,Standard,High,Monday,0,0,39.94,33.05,55,5225.21,5086.99
Lakeside Inn,Mumbai,Suite,Low,Sunday,0,1,71.38,52.25,6,9027.76,10498.66
Royal Residency,Jaipur,Standard,High,Thursday,0,0,50.52,73.12,19,6626.23,7970.62
Grand Palace,Goa,Standard,Shoulder,Friday,0,0,41.88,43.07,62,5621.77,6135.7
Sunrise Hotel,Hyderabad,Executive,Shoulder,Friday,0,0,40.58,48.56,99,7397.42,7768.77
Royal Residency,Goa,Deluxe,Low,Wednesday,1,0,31.33,59.78,54,6883.88,7056.45
City View,Bengaluru,Suite,Low,Sunday,1,1,52.36,58.2,15,8196.22,10609.94
The Meridian,Hyderabad,Standard,Peak,Friday,0,0,63.34,83.23,82,10723.81,11345.58
Lakeside Inn,Jaipur,Deluxe,Shoulder,Tuesday,0,0,68.97,65.4,28,5834.25,6071.92
Grand Palace,Delhi,Deluxe,Low,Monday,0,0,15.46,23.67,41,6056.87,5475.72
Lakeside Inn,Goa,Deluxe,Shoulder,Tuesday,0,0,28.42,40.17,54,5677.87,6203.55
City View,Bengaluru,Deluxe,Shoulder,Wednesday,0,0,78.97,77.61,53,6943.89,8316.27
Lakeside Inn,Jaipur,Deluxe,Low,Saturday,1,1,52.96,65.39,87,6587.99,6997.84
Grand Palace,Jaipur,Standard,Shoulder,Wednesday,0,0,48.13,44.51,50,5750.8,4849.02
City View,Jaipur,Standard,Shoulder,Monday,0,0,38.18,41.39,15,3784.73,3157.93
Lakeside Inn,Jaipur,Suite,High,Friday,0,0,70.67,80.84,67,10321.99,13511.68
The Meridian,Hyderabad,Standard,Shoulder,Sunday,0,1,31.88,41.85,59,6368.16,5485.54
Sunrise Hotel,Jaipur,Deluxe,Shoulder,Sunday,0,1,60.75,67.97,7,6698.64,7533.99
City View,Goa,Standard,Peak,Thursday,0,0,55.37,69.13,27,8486.93,9254.99
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Wednesday,1,0,26.81,42.5,22,5568.73,6155.42
City View,Hyderabad,Deluxe,Shoulder,Monday,1,0,39.76,49.76,14,5636.36,6220.46
The Meridian,Jaipur,Standard,Low,Thursday,0,0,49.25,44.35,38,5749.14,5290.04
Sunrise Hotel,Mumbai,Standard,Shoulder,Friday,1,0,43.11,46.03,39,5433.79,5721.32
Royal Residency,Mumbai,Standard,High,Saturday,0,1,80.32,88.58,23,8190.18,9169.61
Grand Palace,Bengaluru,Deluxe,Low,Wednesday,0,0,28.4,34.61,66,6272.62,5503.9
Royal Residency,Delhi,Suite,High,Saturday,0,1,42.09,74.96,18,12769.82,14599.82
Lakeside Inn,Delhi,Standard,Low,Monday,0,0,30.86,52.52,23,2682.71,2389.8
The Meridian,Hyderabad,Deluxe,Shoulder,Saturday,1,1,50.26,64.82,28,9535.45,10470.63
Royal Residency,Hyderabad,Standard,High,Saturday,0,1,57.37,83.81,51,6854.48,8129.1
City View,Hyderabad,Deluxe,Shoulder,Monday,0,0,26.68,38.93,70,5226.36,5193.67
Lakeside Inn,Delhi,Executive,High,Monday,0,0,53.2,71.72,15,8157.54,9851.4
Lakeside Inn,Mumbai,Standard,Low,Wednesday,0,0,39.08,54.13,45,3797.01,3715.75
Royal Residency,Delhi,Deluxe,High,Saturday,0,1,85.35,86.55,54,10008.04,12125.64
Royal Residency,Goa,Standard,Low,Thursday,0,0,14.72,18.6,67,3975.46,3266.11
The Meridian,Jaipur,Standard,Peak,Monday,0,0,75.05,80.13,26,10183.81,11211.26
Grand Palace,Hyderabad,Standard,Low,Friday,0,0,48.89,57.62,31,4969.21,5558.86
Royal Residency,Mumbai,Standard,Peak,Saturday,0,1,77.49,77.24,25,10202.86,11649.52
Royal Residency,Bengaluru,Deluxe,Shoulder,Monday,0,0,40.82,37.33,28,6152.26,5798.35
Sunrise Hotel,Bengaluru,Standard,High,Thursday,0,0,37.69,53.18,21,5779.09,6873.06
City View,Jaipur,Deluxe,Shoulder,Sunday,0,1,52.87,40.55,35,4875.01,6037.81
Sunrise Hotel,Mumbai,Standard,Peak,Wednesday,1,0,69.52,90.32,4,8311.86,10451.58
Sunrise Hotel,Delhi,Standard,Low,Saturday,0,1,73.3,86.95,17,5951.01,5991.2
Lakeside Inn,Delhi,Deluxe,Low,Sunday,0,1,42.49,47.22,23,4629.99,6016.04
Grand Palace,Goa,Executive,Shoulder,Monday,0,0,36.43,38.47,38,8944.16,9101.79
City View,Goa,Standard,Low,Monday,0,0,45.04,45.22,55,4261.89,3467.51
The Meridian,Delhi,Executive,Low,Friday,0,0,10.94,22.57,78,7598.78,7546.79
The Meridian,Bengaluru,Deluxe,Peak,Friday,0,0,59.0,63.26,28,12206.67,14194.73
Royal Residency,Hyderabad,Deluxe,Peak,Saturday,0,1,73.22,82.2,66,10654.0,12940.23
Royal Residency,Bengaluru,Deluxe,Shoulder,Sunday,0,1,34.84,42.49,30,6666.38,6609.18
The Meridian,Goa,Standard,Peak,Sunday,0,1,79.91,99.76,98,12461.81,13599.42
Royal Residency,Jaipur,Standard,Shoulder,Monday,0,0,13.97,26.89,31,2863.59,2379.7
Grand Palace,Delhi,Deluxe,Shoulder,Saturday,0,1,60.25,67.61,70,7910.41,9136.25
Sunrise Hotel,Goa,Standard,High,Monday,0,0,61.91,83.56,23,7621.08,7509.15
Royal Residency,Goa,Executive,High,Friday,0,0,58.42,68.34,21,9977.6,12481.41
Lakeside Inn,Hyderabad,Standard,Peak,Thursday,0,0,57.27,71.08,18,6364.43,7234.16
Royal Residency,Delhi,Standard,Shoulder,Tuesday,0,0,26.39,48.45,17,4935.98,4442.62
City View,Hyderabad,Deluxe,High,Tuesday,0,0,37.27,56.83,68,6940.2,7516.48
Grand Palace,Delhi,Standard,Low,Monday,0,0,17.57,16.5,54,2808.83,2369.83
City View,Hyderabad,Deluxe,Low,Sunday,0,1,28.62,41.29,12,5230.26,5395.72
City View,Bengaluru,Deluxe,Low,Friday,0,0,31.19,44.84,23,5537.32,5953.09
Lakeside Inn,Jaipur,Executive,Peak,Wednesday,0,0,41.42,59.83,11,8528.03,11165.58
Grand Palace,Jaipur,Suite,High,Wednesday,0,0,39.62,57.22,80,12552.98,13237.84
Grand Palace,Delhi,Deluxe,High,Tuesday,0,0,73.59,69.71,30,9098.47,10114.07
Grand Palace,Mumbai,Deluxe,Shoulder,Thursday,0,0,27.37,47.03,45,7568.5,8021.49
Grand Palace,Goa,Executive,Shoulder,Tuesday,0,0,63.78,59.82,51,9697.89,10202.69
Grand Palace,Goa,Standard,Low,Monday,0,0,36.97,49.12,16,5438.2,4649.22
Lakeside Inn,Delhi,Standard,Shoulder,Thursday,0,0,34.41,49.94,16,3264.79,2511.61
Royal Residency,Hyderabad,Standard,Shoulder,Wednesday,0,0,32.56,35.03,15,4110.73,4003.4
City View,Mumbai,Standard,High,Sunday,0,1,45.11,54.36,43,6531.67,6425.12
Grand Palace,Bengaluru,Deluxe,Shoulder,Friday,0,0,30.18,39.22,9,7739.25,7785.44
Royal Residency,Hyderabad,Deluxe,Low,Friday,0,0,30.75,34.82,78,6409.33,5655.0
Royal Residency,Hyderabad,Deluxe,Low,Monday,0,0,35.36,42.67,13,5977.66,5674.81
City View,Delhi,Standard,Low,Tuesday,0,0,22.51,30.08,11,3038.1,1922.92
Lakeside Inn,Delhi,Deluxe,Shoulder,Monday,0,0,55.93,56.79,61,5769.49,6384.68
The Meridian,Goa,Standard,Peak,Friday,0,0,37.0,62.77,81,11379.99,11330.37
The Meridian,Delhi,Deluxe,High,Wednesday,0,0,38.34,57.91,98,9996.17,10280.72
Royal Residency,Delhi,Deluxe,High,Friday,1,0,50.11,70.72,63,8111.68,10517.73
Sunrise Hotel,Delhi,Standard,Shoulder,Thursday,0,0,39.21,60.72,3,4899.3,4947.21
Sunrise Hotel,Goa,Standard,Shoulder,Sunday,0,1,66.15,79.62,52,7206.4,6874.36
City View,Bengaluru,Standard,Low,Sunday,0,1,71.13,80.58,18,4659.18,5114.27
The Meridian,Bengaluru,Suite,Peak,Saturday,0,1,33.72,65.05,48,14750.5,18340.39
Royal Residency,Delhi,Executive,High,Friday,0,0,42.64,57.78,14,9345.11,10620.92
Lakeside Inn,Goa,Deluxe,Low,Friday,0,0,27.22,37.11,31,5834.49,5286.02
The Meridian,Bengaluru,Standard,Shoulder,Sunday,0,1,46.49,60.18,67,7056.66,6839.62
Royal Residency,Hyderabad,Standard,Shoulder,Saturday,0,1,35.8,59.33,23,5652.32,5581.02
Royal Residency,Bengaluru,Deluxe,High,Thursday,0,0,41.83,54.84,40,8300.29,8865.19
Grand Palace,Bengaluru,Suite,Peak,Tuesday,0,0,43.15,63.73,35,11926.03,15448.73
Lakeside Inn,Goa,Standard,High,Friday,0,0,36.87,49.04,24,6099.91,6504.61
Grand Palace,Hyderabad,Standard,Shoulder,Sunday,0,1,10.0,17.84,64,4152.3,3147.16
City View,Goa,Deluxe,Low,Monday,1,0,25.28,34.83,32,4800.8,5187.9
Grand Palace,Delhi,Standard,Low,Friday,1,0,46.22,65.13,36,5983.61,5613.25
Grand Palace,Jaipur,Standard,Low,Monday,0,0,51.09,65.51,36,5082.79,4919.49
The Meridian,Bengaluru,Standard,Low,Thursday,0,0,55.38,63.87,48,6759.67,6294.89
Sunrise Hotel,Jaipur,Deluxe,High,Friday,1,0,68.21,83.73,14,8955.24,10393.03
Royal Residency,Goa,Suite,High,Sunday,0,1,56.18,58.83,54,12103.71,14793.09
Lakeside Inn,Goa,Executive,Low,Thursday,0,0,19.73,28.46,9,5714.15,6162.26
Grand Palace,Goa,Deluxe,High,Thursday,0,0,37.06,37.65,9,9192.94,9502.38
Lakeside Inn,Jaipur,Deluxe,Low,Tuesday,0,0,41.45,36.84,56,4391.64,4866.8
Sunrise Hotel,Goa,Standard,Shoulder,Friday,0,0,40.64,46.22,59,5079.07,5361.14
Sunrise Hotel,Delhi,Deluxe,Low,Monday,0,0,25.12,30.89,15,5127.42,4843.52
Grand Palace,Goa,Standard,Shoulder,Monday,0,0,45.99,51.04,122,6008.64,5426.16
City View,Mumbai,Deluxe,Shoulder,Friday,0,0,47.47,54.13,58,7320.18,7745.84
Grand Palace,Jaipur,Standard,Shoulder,Saturday,0,1,49.67,48.36,15,5810.88,5898.24
The Meridian,Mumbai,Standard,Shoulder,Tuesday,0,0,29.45,26.24,10,6140.98,5581.23
Royal Residency,Goa,Standard,Peak,Tuesday,0,0,83.77,92.33,28,9774.3,10996.89
City View,Delhi,Standard,Low,Tuesday,0,0,37.74,45.49,107,3042.31,2217.03
Grand Palace,Bengaluru,Standard,Low,Monday,0,0,62.6,72.18,54,6062.32,5349.16
Lakeside Inn,Hyderabad,Standard,Low,Thursday,0,0,41.19,46.29,22,3330.39,2632.9
City View,Hyderabad,Executive,High,Sunday,0,1,49.65,75.27,20,8788.3,10673.76
City View,Goa,Standard,Low,Saturday,0,1,44.72,41.5,13,4827.14,4553.48
Grand Palace,Delhi,Deluxe,High,Tuesday,0,0,30.1,57.07,34,8229.1,9029.82
City View,Jaipur,Executive,Shoulder,Monday,0,0,26.13,23.18,26,5630.05,6247.59
Lakeside Inn,Mumbai,Executive,Shoulder,Monday,0,0,24.15,26.19,15,6556.15,5957.94
Sunrise Hotel,Mumbai,Deluxe,High,Thursday,0,0,57.33,73.38,27,8067.76,10041.33
City View,Mumbai,Suite,Low,Friday,0,0,37.57,41.04,17,8148.3,9639.1
Sunrise Hotel,Jaipur,Standard,Low,Friday,0,0,36.23,39.08,29,3580.31,3033.38
Lakeside Inn,Hyderabad,Standard,Shoulder,Sunday,1,1,30.08,52.63,72,3825.86,2536.96
Grand Palace,Delhi,Standard,High,Sunday,0,1,69.6,67.6,93,6942.51,8051.76
Royal Residency,Jaipur,Deluxe,Low,Tuesday,0,0,50.63,60.86,106,6111.53,5947.58
City View,Mumbai,Deluxe,Low,Sunday,0,1,69.9,57.02,80,6162.24,6920.48
Royal Residency,Goa,Standard,Peak,Tuesday,1,0,60.77,64.48,40,8355.74,9819.63
Lakeside Inn,Bengaluru,Standard,Low,Saturday,0,1,57.42,69.43,92,5151.22,4058.67
City View,Jaipur,Deluxe,High,Sunday,0,1,72.76,97.15,66,8545.86,10281.74
Sunrise Hotel,Jaipur,Standard,High,Thursday,0,0,56.23,69.93,19,5835.08,6740.84
The Meridian,Delhi,Deluxe,Shoulder,Tuesday,0,0,48.63,57.48,34,8471.03,9058.63
Royal Residency,Delhi,Deluxe,Low,Thursday,0,0,65.57,62.09,12,6914.71,7296.27
City View,Jaipur,Deluxe,Low,Monday,0,0,30.15,21.81,44,3893.9,3822.03
Royal Residency,Mumbai,Suite,High,Tuesday,0,0,77.58,89.1,18,12067.28,15018.64
City View,Bengaluru,Executive,High,Monday,0,0,81.97,78.38,96,9254.03,11251.35
Grand Palace,Delhi,Deluxe,High,Wednesday,0,0,37.11,69.84,11,9260.27,10468.66
Sunrise Hotel,Mumbai,Deluxe,Peak,Thursday,0,0,63.05,71.24,16,10558.62,12135.39
Royal Residency,Goa,Deluxe,High,Wednesday,0,0,48.86,44.28,36,8383.7,9536.98
The Meridian,Delhi,Standard,Low,Tuesday,1,0,45.13,48.36,62,6006.44,5318.54
The Meridian,Mumbai,Standard,Low,Monday,0,0,28.72,51.28,31,6900.39,6054.88
Lakeside Inn,Mumbai,Standard,High,Tuesday,0,0,52.88,47.54,83,5245.7,5557.37
City View,Bengaluru,Standard,Low,Wednesday,0,0,43.71,44.02,17,3984.57,3146.7
Royal Residency,Bengaluru,Deluxe,Low,Tuesday,0,0,26.74,28.43,22,5588.19,5552.11
Lakeside Inn,Goa,Suite,High,Saturday,0,1,56.33,67.62,29,12363.82,14604.66
Royal Residency,Mumbai,Standard,Shoulder,Friday,0,0,41.31,26.06,31,5375.18,4980.09
City View,Hyderabad,Standard,Peak,Wednesday,0,0,47.57,52.59,40,5523.67,6548.38
The Meridian,Mumbai,Executive,High,Tuesday,1,0,59.71,75.76,36,11772.38,13896.96
Grand Palace,Bengaluru,Standard,Low,Monday,0,0,22.13,36.88,10,3612.89,2980.68
The Meridian,Hyderabad,Deluxe,Peak,Tuesday,0,0,61.86,66.2,28,10829.49,13186.26
Lakeside Inn,Delhi,Deluxe,Shoulder,Monday,0,0,39.49,36.13,9,4447.5,4678.33
Sunrise Hotel,Delhi,Deluxe,Shoulder,Friday,0,0,68.73,83.12,11,8050.25,9195.19
Grand Palace,Jaipur,Standard,Shoulder,Tuesday,0,0,38.29,53.5,35,4874.76,4509.41
Lakeside Inn,Bengaluru,Standard,Low,Sunday,0,1,66.61,65.01,60,4602.62,4341.52
City View,Jaipur,Standard,Shoulder,Sunday,0,1,27.32,44.14,55,3544.21,3194.0
Grand Palace,Hyderabad,Deluxe,Low,Friday,0,0,62.39,52.07,8,6842.51,7544.07
Lakeside Inn,Bengaluru,Deluxe,Shoulder,Wednesday,0,0,26.94,41.81,68,4555.55,5307.76
City View,Goa,Standard,Shoulder,Monday,0,0,15.12,34.03,70,4891.16,3221.27
The Meridian,Mumbai,Deluxe,High,Sunday,0,1,70.5,100.0,29,12910.25,14440.72
Sunrise Hotel,Goa,Suite,High,Saturday,0,1,55.34,81.02,34,12726.21,14883.63
City View,Hyderabad,Standard,Low,Wednesday,0,0,40.53,52.31,72,2714.65,2329.66
Royal Residency,Bengaluru,Deluxe,Shoulder,Monday,0,0,21.06,31.4,95,5755.17,6130.97
City View,Hyderabad,Deluxe,Shoulder,Friday,0,0,32.56,27.22,59,5407.07,5615.16
City View,Mumbai,Standard,Low,Sunday,0,1,53.26,54.19,17,4311.11,4412.16
Sunrise Hotel,Delhi,Standard,High,Thursday,0,0,42.84,54.97,42,6731.86,6915.99
Royal Residency,Delhi,Deluxe,High,Tuesday,0,0,89.73,71.58,42,9126.6,10400.22
Lakeside Inn,Hyderabad,Executive,Low,Friday,0,0,42.33,54.51,48,5470.87,6854.41
Lakeside Inn,Jaipur,Suite,Shoulder,Monday,0,0,36.62,45.92,12,6937.88,8966.94
City View,Bengaluru,Deluxe,Low,Monday,0,0,33.63,56.59,34,5737.0,5193.21
Royal Residency,Bengaluru,Deluxe,High,Monday,0,0,53.07,65.71,18,7767.37,9071.35
Royal Residency,Delhi,Standard,Low,Monday,0,0,29.87,32.8,47,3480.18,2626.22
Sunrise Hotel,Goa,Deluxe,Peak,Tuesday,0,0,45.74,70.22,13,10162.66,11256.23
The Meridian,Mumbai,Deluxe,High,Wednesday,0,0,48.23,64.9,31,10603.7,12197.65
Lakeside Inn,Goa,Standard,Shoulder,Saturday,0,1,59.03,68.0,20,6288.63,6705.35
Sunrise Hotel,Goa,Deluxe,High,Thursday,0,0,48.99,66.15,43,9678.56,10539.1
Grand Palace,Hyderabad,Deluxe,Peak,Tuesday,0,0,45.96,65.0,50,10053.22,11931.28
Lakeside Inn,Delhi,Standard,High,Monday,0,0,70.57,76.53,17,4882.99,6229.21
Sunrise Hotel,Delhi,Executive,Low,Tuesday,0,0,28.45,50.33,24,6526.32,6838.43
Lakeside Inn,Delhi,Standard,Shoulder,Friday,0,0,43.77,66.64,25,4219.51,3796.56
The Meridian,Hyderabad,Standard,High,Saturday,0,1,62.64,74.22,53,10044.29,10167.75
Grand Palace,Jaipur,Standard,High,Monday,0,0,48.21,48.48,58,6358.63,6131.18
The Meridian,Goa,Suite,High,Thursday,0,0,68.23,79.48,16,14412.85,17242.03
Grand Palace,Hyderabad,Deluxe,Peak,Monday,0,0,51.0,64.92,11,10114.7,11698.58
City View,Bengaluru,Standard,Peak,Saturday,0,1,68.4,87.14,10,8682.49,9848.63
Sunrise Hotel,Mumbai,Deluxe,Peak,Thursday,0,0,72.1,75.6,70,10759.43,12738.86
Grand Palace,Jaipur,Standard,Low,Saturday,0,1,54.21,55.64,58,5240.46,5822.2
The Meridian,Bengaluru,Suite,Shoulder,Thursday,0,0,35.45,42.62,35,11373.81,13132.48
Lakeside Inn,Goa,Deluxe,High,Wednesday,0,0,29.92,39.87,81,7761.85,7507.67
Grand Palace,Delhi,Standard,High,Sunday,1,1,55.27,66.97,23,6977.69,8204.93
Sunrise Hotel,Goa,Executive,High,Wednesday,0,0,57.27,78.71,28,10356.79,11634.44
Grand Palace,Hyderabad,Standard,Low,Tuesday,0,0,40.32,51.0,55,4772.56,4703.62
Royal Residency,Mumbai,Standard,High,Tuesday,0,0,68.68,89.73,15,7357.02,8442.19
Lakeside Inn,Hyderabad,Deluxe,High,Thursday,1,0,45.3,56.47,22,6010.48,7597.34
Sunrise Hotel,Jaipur,Executive,Low,Monday,1,0,38.57,52.57,42,5877.78,6706.17
Sunrise Hotel,Jaipur,Standard,Shoulder,Sunday,0,1,63.69,71.28,45,5071.53,5432.62
City View,Mumbai,Standard,Low,Friday,0,0,38.59,37.08,39,4336.24,3999.81
The Meridian,Bengaluru,Standard,Shoulder,Friday,0,0,27.53,38.2,15,6520.84,5733.21
City View,Bengaluru,Deluxe,Low,Monday,0,0,25.41,40.89,66,5850.05,5606.85
Sunrise Hotel,Jaipur,Standard,Shoulder,Monday,0,0,38.9,38.77,77,3968.56,3294.31
Lakeside Inn,Jaipur,Deluxe,Shoulder,Wednesday,0,0,44.85,52.45,32,5289.29,6171.45
Grand Palace,Delhi,Executive,High,Friday,0,0,27.56,38.08,32,9089.0,11110.93
Grand Palace,Bengaluru,Deluxe,High,Thursday,0,0,84.27,86.0,82,9791.36,11390.76
Lakeside Inn,Mumbai,Standard,High,Saturday,0,1,43.19,59.56,7,6930.46,7609.39
Sunrise Hotel,Bengaluru,Standard,Low,Tuesday,0,0,10.0,15.36,32,3051.59,1500.0
Grand Palace,Delhi,Standard,Low,Saturday,0,1,37.9,54.86,13,6079.12,5505.45
Grand Palace,Hyderabad,Executive,Peak,Wednesday,0,0,71.71,67.72,75,10883.42,13855.64
Grand Palace,Jaipur,Standard,Low,Friday,0,0,31.68,42.51,53,4502.49,3808.88
The Meridian,Jaipur,Standard,Peak,Sunday,0,1,66.49,87.38,53,9715.84,11488.52
The Meridian,Delhi,Deluxe,High,Monday,0,0,59.33,72.03,49,10308.82,11063.29
Royal Residency,Mumbai,Standard,Shoulder,Sunday,0,1,74.57,78.61,83,5968.12,6441.6
City View,Jaipur,Deluxe,Peak,Sunday,0,1,59.31,73.34,30,9159.85,10998.93
Lakeside Inn,Goa,Standard,Low,Friday,0,0,51.7,55.84,51,4415.28,4852.29
Lakeside Inn,Jaipur,Suite,Shoulder,Thursday,0,0,43.15,54.93,58,8072.49,9766.64
Lakeside Inn,Goa,Executive,High,Wednesday,0,0,27.34,26.03,32,8085.51,9154.9
Royal Residency,Delhi,Deluxe,Shoulder,Monday,0,0,29.14,33.34,41,6325.88,5466.46
The Meridian,Delhi,Executive,Peak,Saturday,0,1,49.31,64.98,25,13340.45,15615.74
Sunrise Hotel,Jaipur,Standard,Low,Thursday,0,0,44.62,51.27,47,3300.55,2895.97
Sunrise Hotel,Bengaluru,Deluxe,Shoulder,Saturday,0,1,43.55,59.73,37,7330.48,8329.05
Royal Residency,Goa,Deluxe,High,Tuesday,0,0,41.99,68.01,43,8787.19,10791.48
Sunrise Hotel,Mumbai,Deluxe,High,Wednesday,0,0,47.95,58.72,57,7910.86,8242.55
Lakeside Inn,Jaipur,Standard,Shoulder,Thursday,0,0,21.66,42.13,84,3241.76,2437.96
City View,Mumbai,Standard,Shoulder,Thursday,0,0,42.55,44.6,42,4072.6,4808.01
Grand Palace,Jaipur,Standard,High,Saturday,1,1,61.44,75.38,22,7683.97,8845.26
The Meridian,Bengaluru,Standard,Low,Monday,0,0,60.05,55.88,55,5724.42,5761.09
The Meridian,Bengaluru,Standard,High,Tuesday,0,0,36.08,48.02,4,7977.1,8214.65
Royal Residency,Bengaluru,Deluxe,High,Saturday,0,1,50.68,62.05,1,8859.66,9782.52
The Meridian,Hyderabad,Standard,High,Thursday,1,0,44.92,72.7,76,7397.09,8504.74
Lakeside Inn,Bengaluru,Standard,High,Wednesday,0,0,36.4,57.85,12,5809.85,5294.05
Sunrise Hotel,Delhi,Deluxe,Low,Thursday,0,0,10.0,29.48,17,5337.72,5521.83
Lakeside Inn,Delhi,Deluxe,High,Friday,0,0,68.54,70.45,24,6708.76,8875.65
Royal Residency,Hyderabad,Executive,Peak,Wednesday,0,0,48.69,64.99,61,10655.25,12186.82
Lakeside Inn,Goa,Deluxe,Shoulder,Wednesday,0,0,40.47,33.17,8,6296.3,6681.54
Sunrise Hotel,Mumbai,Standard,Peak,Thursday,0,0,31.05,70.56,13,8135.65,9055.08
City View,Jaipur,Suite,Shoulder,Monday,0,0,42.13,32.49,76,7554.37,9195.86
Royal Residency,Jaipur,Deluxe,Low,Wednesday,0,0,35.83,44.52,30,5364.83,6251.54
City View,Hyderabad,Standard,Shoulder,Friday,0,0,36.17,39.96,42,4182.63,3598.72
Grand Palace,Delhi,Deluxe,Peak,Saturday,0,1,51.55,75.82,100,11668.76,13820.83
City View,Jaipur,Executive,Shoulder,Monday,0,0,36.36,37.91,31,5440.9,7127.87
Grand Palace,Delhi,Standard,Peak,Monday,0,0,67.55,86.94,29,8575.08,9732.67
Grand Palace,Goa,Standard,Peak,Monday,0,0,52.16,78.17,42,9631.66,10275.45
City View,Mumbai,Standard,Shoulder,Wednesday,0,0,10.0,21.07,65,3727.09,2625.52
Royal Residency,Goa,Standard,Low,Monday,0,0,34.78,57.36,31,5441.02,4601.49
Sunrise Hotel,Hyderabad,Standard,High,Thursday,0,0,61.39,70.23,64,6021.48,7189.48
Lakeside Inn,Bengaluru,Deluxe,Shoulder,Monday,0,0,35.8,51.41,35,4952.26,5174.71
Lakeside Inn,Bengaluru,Standard,High,Friday,0,0,45.45,75.43,2,6633.44,7087.56
Sunrise Hotel,Bengaluru,Executive,Shoulder,Tuesday,0,0,40.77,45.21,14,6432.62,7374.7
Grand Palace,Goa,Suite,Shoulder,Friday,0,0,22.29,53.68,24,11107.32,12755.48
Grand Palace,Jaipur,Deluxe,High,Wednesday,0,0,59.62,56.5,6,8235.42,10361.61
